user_input,bot_response
كم باقي على بداية المباراة؟ (تكرار 2020),المباراة تبدأ بعد 20 دقيقة، تأكد من الوصول لمقعدك قبل ذلك.
وين دورات المياه؟ (تكرار 2020),دورات المياه قريبة من القطاع D، خلف البوابة 4.
هل أقدر أخرج وأرجع؟ (تكرار 2020),نعم، تأكد من ختم التذكرة عند الخروج لتتمكن من العودة لاحقًا.
ضاعت تذكرتي، وش أسوي؟ (تكرار 2020),توجه لخدمة العملاء عند البوابة الرئيسية مع إثبات الهوية.
فيه موقف سيارات قريب؟ (تكرار 2020),نعم، المواقف متوفرة في الجهة الغربية من الملعب.
أبغى خريطة للملعب. (تكرار 2020),تقدر تحصل على خريطة الملعب من تطبيق الفعالية أو عند البوابة.
وش أقدر آخذ معي داخل الملعب؟ (تكرار 2020),مسموح بالماء والكاميرا غير الاحترافية، الممنوعات موضحة عند البوابة.
أين مقعدي إذا رقم التذكرة 12345؟ (تكرار 2021),مقعدك هو 15 في القطاع B. ادخل من البوابة 3 واتجه يساراً نحو الممر 5.
أين أقرب مخرج من موقعي؟ (تكرار 2021),أقرب مخرج لك هو المخرج 2 على بعد 50 متر. اتجه نحو الممر الرئيسي.
هل فيه مطاعم داخل الملعب؟ (تكرار 2021),نعم، يوجد عدة مطاعم في الجناح الشمالي والشرقي للملعب.
كم باقي على بداية المباراة؟ (تكرار 2021),المباراة تبدأ بعد 20 دقيقة، تأكد من الوصول لمقعدك قبل ذلك.
وين دورات المياه؟ (تكرار 2021),دورات المياه قريبة من القطاع D، خلف البوابة 4.
هل أقدر أخرج وأرجع؟ (تكرار 2021),نعم، تأكد من ختم التذكرة عند الخروج لتتمكن من العودة لاحقًا.
ضاعت تذكرتي، وش أسوي؟ (تكرار 2021),توجه لخدمة العملاء عند البوابة الرئيسية مع إثبات الهوية.
فيه موقف سيارات قريب؟ (تكرار 2021),نعم، المواقف متوفرة في الجهة الغربية من الملعب.
أبغى خريطة للملعب. (تكرار 2021),تقدر تحصل على خريطة الملعب من تطبيق الفعالية أو عند البوابة.
وش أقدر آخذ معي داخل الملعب؟ (تكرار 2021),مسموح بالماء والكاميرا غير الاحترافية، الممنوعات موضحة عند البوابة.
أين مقعدي إذا رقم التذكرة 12345؟ (تكرار 2022),مقعدك هو 15 في القطاع B. ادخل من البوابة 3 واتجه يساراً نحو الممر 5.
أين أقرب مخرج من موقعي؟ (تكرار 2022),أقرب مخرج لك هو المخرج 2 على بعد 50 متر. اتجه نحو الممر الرئيسي.
هل فيه مطاعم داخل الملعب؟ (تكرار 2022),نعم، يوجد عدة مطاعم في الجناح الشمالي والشرقي للملعب.
كم باقي على بداية المباراة؟ (تكرار 2022),المباراة تبدأ بعد 20 دقيقة، تأكد من الوصول لمقعدك قبل ذلك.
وين دورات المياه؟ (تكرار 2022),دورات المياه قريبة من القطاع D، خلف البوابة 4.
هل أقدر أخرج وأرجع؟ (تكرار 2022),نعم، تأكد من ختم التذكرة عند الخروج لتتمكن من العودة لاحقًا.
ضاعت تذكرتي، وش أسوي؟ (تكرار 2022),توجه لخدمة العملاء عند البوابة الرئيسية مع إثبات الهوية.
فيه موقف سيارات قريب؟ (تكرار 2022),نعم، المواقف متوفرة في الجهة الغربية من الملعب.
أبغى خريطة للملعب. (تكرار 2022),تقدر تحصل على خريطة الملعب من تطبيق الفعالية أو عند البوابة.
وش أقدر آخذ معي داخل الملعب؟ (تكرار 2022),مسموح بالماء والكاميرا غير الاحترافية، الممنوعات موضحة عند البوابة.
أين مقعدي إذا رقم التذكرة 12345؟ (تكرار 2023),مقعدك هو 15 في القطاع B. ادخل من البوابة 3 واتجه يساراً نحو الممر 5.
أين أقرب مخرج من موقعي؟ (تكرار 2023),أقرب مخرج لك هو المخرج 2 على بعد 50 متر. اتجه نحو الممر الرئيسي.
هل فيه مطاعم داخل الملعب؟ (تكرار 2023),نعم، يوجد عدة مطاعم في الجناح الشمالي والشرقي للملعب.
كم باقي على بداية المباراة؟ (تكرار 2023),المباراة تبدأ بعد 20 دقيقة، تأكد من الوصول لمقعدك قبل ذلك.
وين دورات المياه؟ (تكرار 2023),دورات المياه قريبة من القطاع D، خلف البوابة 4.
هل أقدر أخرج وأرجع؟ (تكرار 2023),نعم، تأكد من ختم التذكرة عند الخروج لتتمكن من العودة لاحقًا.
ضاعت تذكرتي، وش أسوي؟ (تكرار 2023),توجه لخدمة العملاء عند البوابة الرئيسية مع إثبات الهوية.
فيه موقف سيارات قريب؟ (تكرار 2023),نعم، المواقف متوفرة في الجهة الغربية من الملعب.
أبغى خريطة للملعب. (تكرار 2023),تقدر تحصل على خريطة الملعب من تطبيق الفعالية أو عند البوابة.
وش أقدر آخذ معي داخل الملعب؟ (تكرار 2023),مسموح بالماء والكاميرا غير الاحترافية، الممنوعات موضحة عند البوابة.
أين مقعدي إذا رقم التذكرة 12345؟ (تكرار 2024),مقعدك هو 15 في القطاع B. ادخل من البوابة 3 واتجه يساراً نحو الممر 5.
أين أقرب مخرج من موقعي؟ (تكرار 2024),أقرب مخرج لك هو المخرج 2 على بعد 50 متر. اتجه نحو الممر الرئيسي.
هل فيه مطاعم داخل الملعب؟ (تكرار 2024),نعم، يوجد عدة مطاعم في الجناح الشمالي والشرقي للملعب.
كم باقي على بداية المباراة؟ (تكرار 2024),المباراة تبدأ بعد 20 دقيقة، تأكد من الوصول لمقعدك قبل ذلك.
وين دورات المياه؟ (تكرار 2024),دورات المياه قريبة من القطاع D، خلف البوابة 4.
هل أقدر أخرج وأرجع؟ (تكرار 2024),نعم، تأكد من ختم التذكرة عند الخروج لتتمكن من العودة لاحقًا.
ضاعت تذكرتي، وش أسوي؟ (تكرار 2024),توجه لخدمة العملاء عند البوابة الرئيسية مع إثبات الهوية.
فيه موقف سيارات قريب؟ (تكرار 2024),نعم، المواقف متوفرة في الجهة الغربية من الملعب.
أبغى خريطة للملعب. (تكرار 2024),تقدر تحصل على خريطة الملعب من تطبيق الفعالية أو عند البوابة.
وش أقدر آخذ معي داخل الملعب؟ (تكرار 2024),مسموح بالماء والكاميرا غير الاحترافية، الممنوعات موضحة عند البوابة.
أين مقعدي إذا رقم التذكرة 12345؟ (تكرار 2025),مقعدك هو 15 في القطاع B. ادخل من البوابة 3 واتجه يساراً نحو الممر 5.
أين أقرب مخرج من موقعي؟ (تكرار 2025),أقرب مخرج لك هو المخرج 2 على بعد 50 متر. اتجه نحو الممر الرئيسي.
هل فيه مطاعم داخل الملعب؟ (تكرار 2025),نعم، يوجد عدة مطاعم في الجناح الشمالي والشرقي للملعب.
كم باقي على بداية المباراة؟ (تكرار 2025),المباراة تبدأ بعد 20 دقيقة، تأكد من الوصول لمقعدك قبل ذلك.
وين دورات المياه؟ (تكرار 2025),دورات المياه قريبة من القطاع D، خلف البوابة 4.
هل أقدر أخرج وأرجع؟ (تكرار 2025),نعم، تأكد من ختم التذكرة عند الخروج لتتمكن من العودة لاحقًا.
ضاعت تذكرتي، وش أسوي؟ (تكرار 2025),توجه لخدمة العملاء عند البوابة الرئيسية مع إثبات الهوية.
فيه موقف سيارات قريب؟ (تكرار 2025),نعم، المواقف متوفرة في الجهة الغربية من الملعب.
أبغى خريطة للملعب. (تكرار 2025),تقدر تحصل على خريطة الملعب من تطبيق الفعالية أو عند البوابة.
وش أقدر آخذ معي داخل الملعب؟ (تكرار 2025),مسموح بالماء والكاميرا غير الاحترافية، الممنوعات موضحة عند البوابة.
أين مقعدي إذا رقم التذكرة 12345؟ (تكرار 2026),مقعدك هو 15 في القطاع B. ادخل من البوابة 3 واتجه يساراً نحو الممر 5.
أين أقرب مخرج من موقعي؟ (تكرار 2026),أقرب مخرج لك هو المخرج 2 على بعد 50 متر. اتجه نحو الممر الرئيسي.
هل فيه مطاعم داخل الملعب؟ (تكرار 2026),نعم، يوجد عدة مطاعم في الجناح الشمالي والشرقي للملعب.
